"author_id","author_username","X_type","title","body","thread_type","commentable_id","comment_count","pinned","created_at","updated_at","anonymous","parent_ids","comment_thread_id","mongoid","level","finished"
6480685,"kathlsanta","Comment","","**Our country has one of the worlds best justice systems** The separation of power and the 
check and balance systems play a major role in the success of America's justice system.  Unfortunately, I believe that money is the root to all evil. High power politicians with money to spend have a lot of influence on our justice system. Our country's beliefs as said in the video, ""is routed on free choice, but it entails responsibility"".  Responsibility comes in many forms, which include taking responsibility for one's actions; it also implies ""what is good for one should be good for all"".  Changing the system is not the answer, revision of the system is. Everyone should be held accountable for their actions; it should not be based on who has the ability to pay more. I realize that the states are able to make certain laws in keeping with separation of government and the states. This is the very reason for our nation's Constitution. 
I would change the way the government enacts laws that pertain to all states, without violating the constitution of the United States.   When some states have laws that can penalize a person for a Major issue/Law, and other states this is not a law and the people of that state are free to partake in an action where in another state people are penalized, I believe this is the time the government must take action. The law should hold in all states or none. ""We are one Country, we shall not be divided.""     ","","",NA,"","2015-09-09 00:20:00","2015-09-09 00:23:00","False","","55e5f9b09714b08e1a000e1f","55ef7b499714b0505d0013cd",2,0
3234474,"jsidva","Comment","","The government would first have to be reduced in terms of physical size, overreach and the peoples' dependence on government.  The government has become a revenue center and it was never intended to be as such.  The government's power began to grow leaps and bounds by the enactment of social programs like Social Security, Medicaid, AFDC and WIC.  The dependence of the people on each of these programs strengthens the control and reach of the government.  These programs were designed to help those experiencing hardship but has now become a way of life.  One thing that should have made it into our law books are the British Poor Laws as they made a distinction between those that could not work versus those that could but chose not to.  

Another area that would help to facilitate this would be returning power back to the states.  Areas like education should not receive any funding from nor be governed by the federal government.

This would allow the federal government to get back to focusing on their core responsibilities like defense of our shores and land borders instead of who should be allowed to marry and who should not.  

Each victory that certain groups feel when they have ""won their right"" to do something just means that they require the permission of the government which is not inline with our ideal of liberty. ","","",NA,"","2015-09-09 00:34:00","2015-09-09 00:34:00","False","","55e5f9b09714b08e1a000e1f","55ef7e9a9714b008a30013d2",2,0
8154908,"Eveestarks","Comment","","We have to make the difference. try to change with the new generation.","","",NA,"","2015-09-09 02:10:00","2015-09-09 02:10:00","False","","55e5f9b09714b08e1a000e1f","55ef951d01772bf4e40013bc",2,0
2064644,"DaveDWA","Comment","","I am not saying ""only"" a free press. I am suggesting a free press is a check on abuse of power ( power tends to corrupt; absolute power corrupts absolutely) and it strengthens our government by 1, educating citizens and 2, bringing the light of day, the best disinfectant, on the people who run our government. What changes would you recommend?","","",NA,"","2015-09-09 11:18:00","2015-09-09 11:18:00","False","55ef468a01772b0cb000133a","55e5f9b09714b08e1a000e1f","55f015909714b0798b0013ff",3,0
2064644,"DaveDWA","Comment","","I will offer that the question of ""limited government"" has nothing to do with size of armies or budgets or geographic reach- it has to do with the power of government  to control our lives and dictate our actions- it is this power that we seek to limit. That we need ""government"" at all is to protect our life, liberty and property. ","","",NA,"","2015-09-09 11:25:00","2015-09-09 11:25:00","False","55ef654d9714b058d9001333","55e5f9b09714b08e1a000e1f","55f0172601772bd511001306",3,0
2064644,"DaveDWA","Comment","","Perhaps the ""ills"" you outline are what the people want? After all it was our elected representatives and president that brought forth and made the above laws and programs. Perhaps the Supreme court has a role in deciding who marries who when the mood of the country has reached a stage where it sees marriage as being at the core of  inalienable human rights.

I do not understand your definition of ""won their right""? I understand a 'right"" to be something that is inherent   and to win it means only that one has had to fight maintain or regain what was already theirs- so that when the federal government protects civil rights they are not giving permission for anything- the ""government"" is doing what it was formed to do- protect life and liberty.  ","","",NA,"","2015-09-09 11:44:00","2015-09-09 11:44:00","False","55ef7e9a9714b008a30013d2","55e5f9b09714b08e1a000e1f","55f01ba801772b4017001348",3,0
3234474,"jsidva","Comment","","Good point!  Sometimes it seems as though the people are here for the good of the government.","","",NA,"","2015-09-09 17:14:00","2015-09-09 17:14:00","False","55ef654d9714b058d9001333","55e5f9b09714b08e1a000e1f","55f068dc01772be15a001366",3,0
8121240,"JANINI","Comment","","Any limitation of power occurs only with a new model of education.
The people educated based on new paradigms, determine what would be the state power limitation.
In democracy the people have to learn to choose leaders may impose limits on the power to exercise that in the US case is unlimited.
The state (government) seeks the most part meet the supremacy of public interest.","","",NA,"","2015-09-09 17:20:00","2015-09-09 17:20:00","False","","55e5f9b09714b08e1a000e1f","55f06a5e9714b05d170013fe",2,0
2280411,"mmdeford","Comment","","I could not agree with you more! The government does not grant a right unless it has already been taken away from you. I disagree with all the new laws granting rights to this group and that group, only because those rights should never have to be made into laws. Those rights are ours to begin with. Great post!
","","",NA,"","2015-09-09 17:25:00","2015-09-09 17:25:00","False","55ef7e9a9714b008a30013d2","55e5f9b09714b08e1a000e1f","55f06b8401772bd51100133e",3,0
3234474,"jsidva","Comment","","Exactly, Dave.  Think about gay marriage.  Was that not something for which certain people had to fight to gain?  My point with that is if the government granted that right (permission), the government had the power to deny it as well.  I don't see marriage as any sort of human right (whatever a human right is).  If it is, then where has the Supreme Court been all of these years?  You stated that the government does not grant rights but rather protects them.  How does that fit into the issue of gay marriage, for example?

Rights are permission granted. ","","",NA,"","2015-09-09 17:27:00","2015-09-09 17:27:00","False","55ef7e9a9714b008a30013d2","55e5f9b09714b08e1a000e1f","55f06be49714b0e00a00143c",3,0
3234474,"jsidva","Comment","","""What the people want"" can be a very dangerous thing; mob rule.  That is why we do not live in a democracy, but rather a democratic republic.  We elect officials with which we believe we have common views and trust that they will do as we would do when it comes to decision making.  We need to focus on our constitutional government and purpose of it.","","",NA,"","2015-09-09 17:31:00","2015-09-09 17:31:00","False","55ef7e9a9714b008a30013d2","55e5f9b09714b08e1a000e1f","55f06cd401772bc99500145c",3,0
2280411,"mmdeford","Comment","","More state and local control, less federal mandates. Take the power away from those so far removed and place it back at the local level. Eliminate laws where there is no victim, like possession of marijuana. Stop telling citizens how to manage their property, raise/educate their children and spend their money. Those three items would reduce layers upon layers of government. ","","",NA,"","2015-09-09 17:42:00","2015-09-09 17:42:00","False","","55e5f9b09714b08e1a000e1f","55f06f799714b0e00a001442",2,0
2064644,"DaveDWA","Comment","","mmdeford- My understanding is that in the negotiations leading to the US Constitution  a faction felt it was implied that citizens had all rights except for those that were reserved. however, James Madison insisted that a ""bill of rights"" similar to that in the Virginia Constitution be included. My thought is I like Madison in that we supposedly don't have to ""negotiate"" those rights that are in black and white- I will also say ( only half in jest) that we should have also had a ""bill of responsibilities"". 

jsidva - please  Wiki ""human rights"", it will be worth your while in that I think we will have to talk about them often. On the Supreme Court I recommend you read justice Stephn Breyer's book ""Making our democracy work"". it is a fast read and had a major impact on my thinking and understanding of how the court works. In a nutshell the Court has to work at a pace American society is willing to accept- that is why the court doesn't move fast enough to suit some people and too fast for others. 

On gay marriage, or any marriage, my personal belief is one should not have to have anyone's approval- If one's partner is of the age of consent they should be able to declare their marriage and that's the end of it----------- but that isn't how it works- thousands of years  of custom, religious and legal have made it an institution with  rules and procedures-  

My understanding is the Supreme court went beyond mere marriage and said it was a human right ( read wiki) to be able to love and be loved- that the laws against gay marriage were unconstitutional in prohibiting the basic human right to love and being loved. My belief is that this was very much in the purview of the  Court-- and society was ready for it.

Yes, mob rule is a dangerous thing. That is why we are a nation of laws  representing  the majority but protecting  the minority- at least on paper--- however, it the real world one often  has to fight like hell for what are their  rights. ","","",NA,"","2015-09-09 18:40:00","2015-09-09 18:40:00","False","55ef7e9a9714b008a30013d2","55e5f9b09714b08e1a000e1f","55f07d2201772bc99500146e",3,0
8196690,"scizen","Comment","","Some measure toward term limits for Congress would be a start. We already have term limits for Presidents, so it isn't unprecedented. I'd propose a delayed enactment of term limits. No one in Congress will vote for limits if it means they will immediately be prevented from running for office again. Allow senators and house reps to hold 1 or 2 more terms respectively after the enactment of term limits. Maybe it would need to be 2 and 4 more terms, but we need to improve democracy through limiting terms. This is neutral toward all parties.

Second, there needs to be a limit on spending and taxation. Runaway spending helps nobody and harms all. Limiting government requires limiting spending. How to do it? Balanced budget legislation? Perhaps, but it needs to have teeth. How about Warren Buffett's suggestion that if Congress spent 3% over budget that they would not be allowed to run for office again?  I'd add that they would not get paid either due to failure to do their job. That would be an incentive.

These two measures would only deal with the legislative branch. Other measures could be used for the executive and judicial. ","","",NA,"","2015-09-09 19:02:00","2015-09-09 19:02:00","False","","55e5f9b09714b08e1a000e1f","55f082359714b04a7a000428",2,0
7577470,"RachelRueckert1","Comment","","That's a good thought, but how would you recommend the new generation be different? Any specific areas?","","",NA,"","2015-09-09 19:27:00","2015-09-09 19:27:00","False","55ef951d01772bf4e40013bc","55e5f9b09714b08e1a000e1f","55f0881401772bf7140014dd",3,0
7577470,"RachelRueckert1","Comment","","A few others have mentioned limiting terms as well. There must be something to this. Why do you think Americans continue to elect representatives who have held the same position for so long?","","",NA,"","2015-09-09 19:28:00","2015-09-09 19:28:00","False","55f082359714b04a7a000428","55e5f9b09714b08e1a000e1f","55f0886b01772b2d70001396",3,0
2064644,"DaveDWA","Comment","","we already have term limits- it's called voting the bum out.

We have term limits in Michigan state government- it's the worst idea to come along in a long time- what we get is new people who don't know anything and by the time they know something they have to go because their term has expired. The bureaucrats  that run the government accrue more power ( they are civil service never standing for election and   faceless)  and the lobbyists remain-- nothing has changed except for the worse-  no quality legislators only amateurs eyeing the next but diffent elective office.

On terms limits for the president , that was brought about by FDR's unprecedented 4 terms- ","","",NA,"","2015-09-09 19:41:00","2015-09-09 19:41:00","False","55f082359714b04a7a000428","55e5f9b09714b08e1a000e1f","55f08b5d9714b0c42d001483",3,0
8197899,"Shefali-Sharma","Comment","","United States is subject to the phrase ""an indestructible union of indestructible states"", as American government cannot from new states or alter borders of existing ones without their consent,Thus its territorial integrity is guaranteed by the Constitution.

**Background of issue that i am discussing:**                                                   

>>Election to upper house of USA(Senate) is has **fixed** seat of 2 seat/state (**100** members in all).

>>Election to the Senate takes place by first-past-the-post system that elect a Representative from each of **435 House *districts*** which cover the United States.

***Redistricting*** commission is a body designated to draw electoral district lines. 

Generally the intent is to avoid gerrymandering, or at least the appearance of gerrymandering.

In the light of this system, one issue that comes up is **Gerrymandering** practiced for long which is when (incumbent) political parties redraw district boundaries to give themselves an electoral advantage.

Essence of gerrymandering lies in giving opponents a small number of safe seats, while **drawing** yourself a larger number of seats for a comfortable win.
The process is so effective that in one of the state elections there was not a single seat change after the elections.

This process needs a check and balance system for **commission** to function **non-partisan**.Such function **should not be left to legislature**.","","",NA,"","2015-09-09 21:02:00","2015-09-10 05:22:00","False","","55e5f9b09714b08e1a000e1f","55f09e6301772b660d001309",2,0
8197899,"Shefali-Sharma","Comment","","""The law should hold in all states or none.""

Point Noted.I agree,but again this would go against basic ideals of the constitution of America **:-** it has to be federal in nature and not unitary (that is with strong Central government). 
But as you say without violating the constitution of America(would be a great help if you could elaborate)
Centre cannot itself impose upon states such laws that make all the states look the same(or say-united) but state should themselves consider their situation vis-a-vis other states with different laws and look appropriately what suits them. 

To address your concern-Yes, Central government should consider to propose such ideas to state, as the states should more or less have similar legislation considering nearness and trend that exists, as the neighbors in the end resemble each other with same set of problems.","","",NA,"","2015-09-09 21:45:00","2015-09-09 21:45:00","False","55ef7b499714b0505d0013cd","55e5f9b09714b08e1a000e1f","55f0a87e01772bc651001522",3,0
8089566,"loam1265","Comment","","The power of government in the exercise of civil liberties is limited by law, usually in a written constitution. Some countries do not have that principles that is what make USA different from other contry. It is a principle of liberalism , free market, and some tendencies of liberalism in the USA.","","",NA,"","2015-09-09 22:15:00","2015-09-09 22:15:00","False","55ef654d9714b058d9001333","55e5f9b09714b08e1a000e1f","55f0af7501772b83ae0015b9",3,0
1989487,"PrasadS","Comment","","I would recommend direct congressional & judicial oversight on electronic bulk data collection of U.S. Citizens.","","",NA,"","2015-09-10 00:10:00","2015-09-10 00:10:00","False","","55e5f9b09714b08e1a000e1f","55f0ca789714b0069b001534",2,0
7611455,"born2bwild","Comment","","Transparency increases accountability. Make as much as possible more transparent.

A dependency upon big money by candidates for federal office has corrupted our systems of electing and governing. Yes, I've done Lessig's Republic Lost !!!  The Roberts SCOTUS significantly damaged our representative democracy in their Citizens United decision. I believe it is imperative that the impact of big money be scaled back.

The Fifth Estate no longer exists. Commercial interests have captured mass media and thus, mass media will not risk filling a robust role exposing big money and its impact on our system, of governing.
","","",NA,"","2015-09-10 03:26:00","2015-09-10 03:26:00","False","","55e5f9b09714b08e1a000e1f","55f0f86001772b40170013de",2,0
7611455,"born2bwild","Comment","","I wonder if the media today has evolved to serve commercial interests rather than interests of the public. Sure there are niche media outlets - but they do not have the reach and coverage of the old traditional outlets. This is changing but change brings about challenges as well as improvements. The quality of reporting is not always the best and spin and/or opinion is often passed of as - and unfortunately accepted as - news !!

Your thoughts?","","",NA,"","2015-09-10 03:35:00","2015-09-10 03:35:00","False","55ef468a01772b0cb000133a","55e5f9b09714b08e1a000e1f","55f0fa809714b0f62a000004",3,0
972099,"trillion","Comment","","Unfortunately every nation believes that it has the best system of government, legal system, education, and freedoms, this cultural view of the world is part of the socialization of cultural values that imbues the way that individuals and people think and act.

The American Constitution has advantages over the monarchy rooted British system that it fought against and defeated. 
But did the Constitution really reflect the values of the people, as slavery was being used to make money and Profit from
pain, brutality, murder, and moral degeneracy. The American 
economic system and its growth has its roots in slavery, and this attack upon the people of America by ""big"" business,
and corporations is still the foundation of economic and social inequality. Over 42 million people exist on food stamps.
This is not the country that the so called foundation fathers 
imagined? Or did they? As the constitution has absences of input
by African Americans, women, children, people with disabilities,
animal rights, and many political ideas of equality.

Words may form the foundations of a nation, but it's human life that makes it happen, or not happen.
Has the constitution failed in its original conception?

Power of the people is not reflected in the way that the country
is organized by the rich who own the means of production, the means of distribution and the media.

The power of the media are in the hands of the corporations
and a few rich people, and their narrow views are sold to the masses of people who lack critical skills to understand that they are being made and manufactured as units of opinions that is controlled by the power elite. The manufacture and colonialization of the human mind to believe lies and deceptions of freedoms is what makes America a much diminished democracy.

America is a very un-equal society, and one of the worst in the
developed countries of the world. Why?

Nothing is written is stone that is not changeable, and the Constitution is in a constant process of change with the demands
and power of organized opinion formers. 

It is always difficult to highlight a single thing that can improve a democracy, but the democratization of the media
is central to a well developed and informed democracy.
Vested interests and economic power is damaging the constitution and its values, therefore the way that we communicate must 
have the democratic principle imbued into the very structure
of communication, education and the way that the media is organized.

Harvard University is the greatest university in the world, and
there are many, many great American Universities, which are reflected in the vision of the Edx online free courses and education to/for the global learning community.
Hopefully the democratic principle and equality for all
will grow through and with the way that education is taken to the people of the world. Democracy does not have one geographic 
location, or one cultural group, that can claim the authority to define what democracy is, or is not.
But universities building their institutions within the internet is the 21st century form of educational democracy that is changing the way that the global community is beginning to think
and create a new future for humankind.

















","","",NA,"","2015-09-10 08:29:00","2015-09-10 08:29:00","False","55ef654d9714b058d9001333","55e5f9b09714b08e1a000e1f","55f13f7b01772b2feb001464",3,0
2064644,"DaveDWA","Comment","","I share your observations and would add that our founding fathers recognized that there would always be media ( papers and pamphlets then) serving  commercial ( and other more nefarious interests). The solution? A free press! Get it all out there, the good, the bad, the ugly! They felt that with it all on the table and informed citizen would have a better chance  to sort it out.

Today isn't any different other than there are thousands of sources we could conceivably be trying to sort. What to do? My first response is to be skeptical ( not necessarily cynical)of everything. Let's face it, even the most honest, even handed has a bias. 

How I think about ""the News"" and what I am trying to get from it is first, ""what is the fact""? For example, ""7,000 Syrian refugees crossed the Hungarian boarder""- that is a fact------ but the real question is ""what does this mean? What are the biases I'm going to hear, what  are the various ""spins""? ""How knowledgeable am I of the history leading to this fact?"" ""What are the many ways it could play out""? etc. 

For me I detest Fox news, Rush Limbaugh and that ilk. The sources I rely on ( with skepticism) are PBS,NPR, NYT, WP,BBC, AP, Etc- a zinger is I also read the WSJ- I think their reports are good and their op-eds suck-- however, many of the letters to the editor, explaining  why the WSJ editorial is off-base are well written and very informative. Well, reading the ""lame stream media"" labels me a ""liberal"" in some quarters. Funny thing is, I always saw myself as center right and voted that way from tricky Dick through 2 terms of Dubya.  But I left when Palin was the choice to be one heart beat away from the presidency. 

Anyway, I think one can get balanced and nuanced  news reports--- but if you are a ""Bubba"" who views affairs as black or white, Coke vs. Pepsi, Lib vs, con there is plenty of media to stoke that fire. 

","","",NA,"","2015-09-10 12:37:00","2015-09-10 12:37:00","False","55ef468a01772b0cb000133a","55e5f9b09714b08e1a000e1f","55f179939714b00675000521",3,0
2064644,"DaveDWA","Comment","","trillion- I find your criticisms of the US Constitution and other observations to have merit.

On the US Constitution I see it not as a perfect document but as the compromise agreement that it is,  made by a number of factions in an attempt to make a functioning and workable state.  I believe the civil war ended the argument of federalism vs states rights. I believe the Constitution is a ""living"" flexible document. 

On the economic disparities among our citizens there is diverse opinion as to why that is and I won't try to sort that out in this post because that is a whole other fight. Here my only comment is that a fixed unmoving ideology of ""the man is ripping us off"" or ""the bum needs to get a job, nobody gave me anything"" are both simplistic and wrong. ","","",NA,"","2015-09-10 13:01:00","2015-09-10 13:01:00","False","55ef654d9714b058d9001333","55e5f9b09714b08e1a000e1f","55f17f2e01772bebe200147e",3,0
8202109,"briter","Comment","","First I believe that some people who work for the government do abuse their power, but overall most are working for the overall benefit of the country.  There needs to be some type of control like a group that looks for and investigates abuses of power.  This group cannot be tied to any political party and should represent citizens, not the government.   Additionally, elected officials need to be limited in their powers when it comes to special interest groups or those that contribute money to that elected official.  If each official had to publicly reveal how much and from whom they receive money from then it could help keep them honest in their positions. Another problem that we have is how the president can use his executive power to make laws without the okay from Congress.  That particular power needs to be limited.","","",NA,"","2015-09-10 14:03:00","2015-09-10 14:03:00","False","","55e5f9b09714b08e1a000e1f","55f18db99714b0798b001508",2,0
8202109,"briter","Comment","","I agree 100 percent that the government should have transparency when it comes to their jobs.  I believe that if the American people could see what their elected officials do then they would hopefully act accordingly.
-Bill","","",NA,"","2015-09-10 14:06:00","2015-09-10 14:06:00","False","55f0f86001772b40170013de","55e5f9b09714b08e1a000e1f","55f18e6101772b8fd7001431",3,0
1359572,"gabe0727","Comment","","Article III of the Constitution enumerates the power of the President. We need a clear description and enumeration of Presidential ""War Powers"".","","",NA,"","2015-09-10 17:24:00","2015-09-10 17:24:00","False","","55e5f9b09714b08e1a000e1f","55f1bcbe9714b03b9600163c",2,0
3686973,"sheissmart","Comment","","Start from scratch.  Use the power of the people's purse to do it legally. ","","",NA,"","2015-09-10 17:32:00","2015-09-10 17:32:00","False","","55e5f9b09714b08e1a000e1f","55f1bebf01772bc8520014b4",2,0
8151936,"XavierSA","Comment","","Start from scratch and of course, to be aware about the consecuences no matter how many times a law or a rule must be reviewed.","","",NA,"","2015-09-10 18:12:00","2015-09-10 18:12:00","False","","55e5f9b09714b08e1a000e1f","55f1c80301772bf07a0015ba",2,0
892763,"sueterw","Comment","","I think we are going in that direction. Problem is, we started out with a separation of powers and checks and balances, but they're not always used. We can make all the suggestions we want, but it is difficult to enforce them.","","",NA,"","2015-09-10 18:14:00","2015-09-10 18:14:00","False","55ef594a9714b0c5bc00039e","55e5f9b09714b08e1a000e1f","55f1c88c01772b0c4d0015bf",3,0
2174912,"garyromer","Comment","","OK but..  Doesn't the power base and money raising advantages of incumbents give them an unreasonable advantage over challengers?","","",NA,"","2015-09-10 20:40:00","2015-09-10 20:40:00","False","55f082359714b04a7a000428","55e5f9b09714b08e1a000e1f","55f1eab601772bf4e400151f",3,0
2174912,"garyromer","Comment","","Perhaps the system of geographic representation is obsolete.  In this age of mass communications and information technology it seems plausible to imagine a system where we can elect representatives from much larger geographic areas.  For example, all congressional districts should be consolidated into super districts consisting of five existing districts.  Then voters within the super districts get to vote for five representatives.","","",NA,"","2015-09-10 20:44:00","2015-09-10 20:44:00","False","55f09e6301772b660d001309","55e5f9b09714b08e1a000e1f","55f1ebae01772bc6510015e7",3,0
2174912,"garyromer","Comment","","1.  A constitutional amendment limiting campaign contributions (direct to candidates and indirect to parties, PAC's etc.) to natural persons (excluding corporations, unions, trade groups, etc).  Including a provision that contributions in any one year by one person of more than $1,000 are to be made public.  Option - permit greater dollar amounts but apply an excise tax on them such that about half of the contributed amount is diverted to a public campaign information program.

2.  A constitutional amendment mandating that congressional elections are to be done on a super district basis whereby existing districts are consolidated (say three to five existing districts into one super district) and voters then select the corresponding number of representatives.

3.  Replace State referendum systems with ""citizen jury"" panels consisting of several hundred citizens randomly selected from the state jury rolls.  These citizens then attend a symposium where a fair presentation of all sides of the issue are presented.  Then, after a period of small group deliberation and debate, the jurors vote on the issue. The outcome of that vote determines if the issue passes or fails.

","","",NA,"","2015-09-10 20:57:00","2015-09-10 20:57:00","False","","55e5f9b09714b08e1a000e1f","55f1eebd01772b01c200152d",2,0
